text,label
【招商银行】推荐有礼，刷出惊喜！邀请好友办理我行信用卡，成功核发后您可享2000积分或品牌拉杆箱好礼！详情点击 cmbt.cn/XXXXX 回T退订,低优先级/垃圾
[企业微信] 人事：【通知】关于2024年元旦放假安排的通知已发布，请各位同事在“公告”中查阅详情。,中优先级
【京东】🔥618返场狂欢最后2小时！您购物车里的「无线蓝牙耳机」降价50元，叠加优惠券更划算！戳 dwz.cn/xyz... 抢购,低优先级/垃圾
菜鸟：包裹已放入B区丰巢快递柜，取件码：88-5678。请凭码在24小时内取件，超时将产生费用。,中优先级
[招商银行] 您尾号8842的储蓄卡11月10日14:32快捷支付支出(消费)人民币129.00元，对方为美团。,高优先级
【携程旅行】您的航班 CA1832 北京-上海 计划于今天 14:30 起飞，请您最晚于 13:50 前到达值机柜台办理手续，祝您旅途愉快！✈️,高优先级
【中国联通】尊敬的用户，您的手机话费余额不足10元，为避免影响您的正常使用，请及时充值。,中优先级
【顺丰速运】快件 SF10086... 派送异常提醒：因联系不上您，快件将尝试明日再次派送。如有疑问请联系派件员李师傅 138****8888。,中优先级
"钉钉：[日程提醒] ""Q4项目复盘会"" 将在 15 分钟后（今天 10:00）开始，会议室：301。请准时参加。",高优先级
[中国联通] 流量加油包7折特惠！仅需10元即可抢购10GB全国通用流量，24小时内有效，点击 unicom.cn/liuliang 立即办理！,低优先级/垃圾
飞书：您的 Apple ID 正被用于在位于北京的网页浏览器上登录。如果这是您本人操作，请忽略此信息。,中优先级
电话：您有 2 个来自“张三”的未接来电。5分钟前。,高优先级
~拼多多砍价群~ 就差你一刀了！快来帮我砍一刀，免费拿iPhone 15 Pro！[链接],低优先级/垃圾
【中国移动】流量提醒：截至今天18:00，您本月套餐内高速流量仅剩890.5MB，超出后将限速。订购流量包请点击 http://10086.cn/llb,中优先级
【顺丰速运】快件(SF102938...)正在派送中，派送员：张师傅 138****1234，请您保持电话畅通，准备签收。📦,中优先级
支付宝: 花呗自动还款提醒：您的花呗账单日为每月1日，本期账单将于9日自动扣款，请确保余额充足。,中优先级
【企业微信】~待办任务~ 您有一个新的待办任务“完成Q3季度总结报告”，截止日期：明天 17:00。,中优先级
人事：【通知】关于2024年元旦放假安排的通知，请各位同事查收并做好工作交接。,中优先级
【中国移动】尊敬的客户，只需10元/月即可办理“5G视频彩铃”，让你的来电更有趣！现在办理还送3GB定向流量。点击链接订购 http://dx.10086.cn/xxxx,低优先级/垃圾
[携程旅行] 登机提醒：您预订的CA1832航班(北京-上海)即将于今天18:30开始登机，请尽快前往B23登机口。,高优先级
【携程旅行】尊敬的旅客，您预订的HU7801航班（北京-上海）即将开始办理登机，请尽快前往B23登机口。祝您旅途愉快！✈️,高优先级
【安全提醒】您的企业微信账号于 22:15 在一台新的 Windows 设备上登录，地点：北京。如果不是您本人操作，请立即修改密码。,高优先级
【小红书】你的好友“时尚穿搭笔记”发布了新内容：「秋季氛围感OOTD」，快来看看吧！,低优先级/垃圾
钉钉 - 老板：@所有人 本周五下午3点的项目复盘会，请大家提前准备好数据和PPT，会议室已预订。收到请回复。,中优先级
【Apple ID】您的 Apple ID auth code 是 225 874。此代码将于10分钟后失效。,高优先级
【中国移动】流量提醒：截至今天18:00，您本月套餐内高速流量仅剩350MB，超出后将降速。点此 t.cn/ExxYyZz 订购加油包。,中优先级
Apple ID: 您的 Apple ID 验证码是：882041。请勿与他人分享。此代码将在 10 分钟后失效。,高优先级
微信: 高中同学群(88): [链接] 帮我家娃投个票吧，萌宝大赛32号，每天都能投，谢谢大家啦！🙏,低优先级/垃圾
【顺丰速运】您的快件(SF100...983)正在派送中，派件员：张师傅 138****5678，预计今天14:30前送达。📦,中优先级
【中国联通】流量提醒：截至今日14:00，您本月套餐内高速流量仅剩1.02GB，超出后将降速。,中优先级
"【招商银行】您尾号6821的储蓄卡于11月01日 09:30入账人民币5,280.00元，活期余额12,345.67元。",高优先级
【美团外卖】您的专享美食红包已到账！最高20元，速点 https://meituan.com/hbx 查看，24小时内有效！🍔🍕,低优先级/垃圾
【Bilibili】动态码 1952。您正在进行账号安全验证，请在20分钟内填写。,高优先级
Google：检测到有新的Windows设备刚刚登录了您的账号(test***@gmail.com)。如果不是您本人操作，请立即访问 https://goo.gle/2AbCdEf 保护您的帐号安全。,高优先级
【中国移动】~5G套餐特惠升级~每月仅需79元即可畅享200G全国流量和500分钟通话！回复“立即办理”即刻生效。,低优先级/垃圾
G-123456 is your Google verification code. Do not share it with anyone.,高优先级
中国移动：温馨提示，您本月套餐内高速流量仅剩10%，超出后将按套外资费标准计费或降速。,中优先级
【京东】您购物车里的「人体工学椅」降价50元啦！库存紧张，快去看看吧！[链接],低优先级/垃圾
【美团】您的登录动态码为 8394，该验证码在5分钟内有效。如非本人操作，请忽略。,高优先级
【美团外卖】您有一张25元美食红包即将过期，周末点餐别忘了用哦！立即使用 ->,低优先级/垃圾
Slack: #general 频道中 王伟 提到了你：“@你 麻烦看一下这个设计稿，给点反馈哈，多谢！”,中优先级
【招商银行】您的账户尾号6821于09:30在“美团”消费支出¥45.50，交易成功。如有疑问请致电95555。,高优先级
【京东物流】抱歉，由于大雨天气影响，您的订单(JDVA001...)配送可能会延迟，我们将尽快为您派送，感谢您的理解。,中优先级
日历：提醒：“项目启动会” 将在 15 分钟后（10:00）开始。会议地点：3号会议室。,高优先级
【中国移动】尊敬的5G用户，流量不够用？现在升级套餐享6折优惠，每月多加50G！回复88办理，畅享高速网络。,低优先级/垃圾
飞书日历提醒：您参与的「Q4产品规划复盘会」将于10分钟后在会议室301开始。,高优先级
QQ邮箱: 您有一个新的会议邀请：“关于新版UI设计的评审会”，时间：明天 上午10:00。,高优先级
钉钉 | 老板 刚刚通过了你的“Q4季度物料采购申请”，请及时跟进处理。,中优先级
【京东物流】您的包裹已放入B区丰巢快递柜，请凭取件码“48-559321”在24小时内领取。📦,中优先级
【美团】您正在登录，验证码：882045，5分钟内有效。为保障您的账户安全，请勿向任何人泄露。,高优先级
钉钉：您提交的“采购申请-办公用品”已由“王总”审批通过。,中优先级
【Apple ID】您的 Apple ID 验证码是：745019。请勿与他人分享此验证码。,高优先级
【中国移动】尊敬的客户，您本月套餐内高速流量仅剩10%，超出后将降至限速。办理流量叠加包请点击 t.cn/Axxxxx,中优先级
B站：您关注的UP主「AI数据君」更新了视频：震惊！用AI生成的数据居然可以... 快来看看吧！,低优先级/垃圾
【中国移动】您有 1 个来自 +86139...8888 的未接来电，回拨请注意识别，谨防诈骗。时间：刚刚,高优先级
【招商银行】尊敬的客户，您的“e招贷”备用金额度已提升至50000元，年化利率低至3.65%起，点击 t.cn/AbcDeF 立即启用。,低优先级/垃圾
企业微信：HR通知：关于2024年元旦放假安排的通知已发布，请各位同事在“公告”中查阅详情。,中优先级
[微信支付] 微信支付收款到账通知：收款金额¥50.00。收款时间：刚刚。,高优先级
[Bilibili] 您的 one-time code 是：527583，用于重置密码。,高优先级
【携程旅行】您的航班 CA1832 北京-上海 计划于11月2日 08:00起飞，已开放线上值机，请及时办理并关注起飞动态。,高优先级
【哔哩哔哩】您的登录动态码为：528147，5分钟内有效，请勿泄露。,高优先级
[钉钉] 老板：@所有人 本周五下午的周会取消，相关材料请大家异步对齐。收到请回复1。,中优先级
[Apple ID] 您的 Apple ID 验证码是：748201。请勿与他人分享。此代码将在 10 分钟后失效。,高优先级
【工商银行】尊敬的客户，您尾号为6211的账户活期余额低于100元，请及时存入资金以免影响正常使用。,高优先级
G-246810 is your Google verification code. Do not share it with anyone.,高优先级
【支付宝】您尾号8842的银行卡于15:32成功扣款¥299.00，用于美团外卖消费。如有疑问，请咨询95188。,高优先级
~~支付宝~~ 您的花呗6月账单已出，金额1280.50元，最后还款日为7月9日。点击查看详情。,中优先级
HR-Admin：【通知】关于2023年国庆节放假安排的通知已发布至公司内网，请各位同事查阅并提前安排好工作。,中优先级
老板：@所有人 今晚8点前把本周的工作总结以邮件形式发我，辛苦大家了。,中优先级
钉钉 - 人事：您提交的“请假申请-事假”已通过。事由：个人事务。请知悉。,中优先级
【中国电信】迎新春，送好礼！即日起办理199元融合套餐，即享千兆宽带+2张5G电话卡+高清电视服务，点击 a.189.cn/xxxx 了解详情。,低优先级/垃圾
微信支付：微信支付收款到账188.88元。来自“张三”的转账。🙂,高优先级
菜鸟：您的包裹已由「小区门口快递柜」代收，取件码：A-12-3456。请凭码在24小时内取件。📦,中优先级
存储空间不足：您的手机存储空间仅剩5%，部分系统功能可能无法正常使用，请及时清理。,中优先级
"中国建设银行：您尾号为9527的储蓄卡11月20日11:05ATM取款支出人民币5,000.00元，活期余额10,248.15元。[建设银行]",高优先级
【中国移动】温馨提示：截至11月25日10:00，您本月套餐内高速流量仅剩10%，超出后将降速。您可通过 a.10086.cn/FjQvB 订购流量加油包。,中优先级
"【中国建设银行】您尾号为9527的储蓄卡活期存款账户11月02日11:05完成一笔网上银行转账交易，支出人民币10,000.00元，当前余额...",高优先级
【建设银行】尊敬的客户，您尾号6821的信用卡收到一笔退款，金额为人民币299.00元。,高优先级
【支付宝】您的花呗账单（尾号0123）已于今日自动扣款成功，金额¥856.30。账单已结清，感谢您的使用。,高优先级
"支付宝：您的账户 刚刚 收到一笔转账，金额 ¥5,200.00。付款方：李雷。",高优先级
|淘宝| 您购买的“小米智能台灯”已由中通快递发出，运单号758...，预计3天内送达，请耐心等待哦～,中优先级
Here is the Steam Guard Mobile Authenticator code you need to log in: 5JGK7. This code expires in 30 seconds.,高优先级
【招商银行】邀您体验！我行信用卡分期手续费率低至3折，现在办理任意金额分期，即有机会赢取戴森吹风机。详询t.cn/EfgHjk,低优先级/垃圾
日历提醒: 15分钟后开始 - “项目复盘周会”。会议地点: 3号会议室。,高优先级
"【招商银行】您尾号8841的储蓄卡于04月10日 15:30 POS机消费支出人民币1,288.00元。如非本人操作，请立即致电95555。",高优先级
【企业微信】HR：【审批通知】您提交的“出差申请”已通过。,中优先级
【中国建设银行】龙卡信用卡推荐办卡活动火热进行中！成功推荐好友办卡，两人均可获得100元刷卡金奖励，快来参与！,低优先级/垃圾
iCloud: 您的iCloud储存空间几乎已满。为继续进行设备备份和照片同步，请及时清理或升级您的储存空间方案。,中优先级
Apple ID：您的 Apple ID 验证码是：847291。请勿与他人分享。,高优先级
系统通知：检测到您的设备存储空间严重不足（剩余不足1GB），可能会影响应用正常运行，请及时清理。,中优先级
电话：您有 1 个来自“老板”的未接来电。时间：3分钟前。,高优先级
[菜鸟] 您的包裹已放入菜鸟驿站，请凭取件码【3-4-5566】取件，24小时内免费保管。,中优先级
G-123456 是您的 Google 验证码。This auth code is valid for 10 minutes.,高优先级
拼多多：您的好友给您发了一个红包，快来领取吧！最高可得88元现金，点击 https://pdd.com/xxxx 立即提现！,低优先级/垃圾
~系统更新~ | iOS 17.5 现已可用，包含重要的错误修复和安全更新。建议所有用户安装。前往“设置”>“通用”>“软件更新”进行安装。,中优先级
【顺丰速运】派送提醒：快递员冯师傅(188****8888)正在为您派送快件SF123456789，预计今天14:30前送达。📦,中优先级
来自“妈妈”的未接来电，3分钟前。,高优先级
小红书 | 张三：姐妹！你上次推荐的那个面膜真的超好用！链接能再发我一下吗？,中优先级
【中国移动】年末回馈！办理5G畅享套餐，送200元话费+视频会员年卡，详情回复Y。,低优先级/垃圾
拼多多：就差你了！你的好友正在邀请你助力免费拿「空气炸锅」，点击链接帮他一下吧！https://p.pdd.com/xxxx,低优先级/垃圾
【Steam】您的登录验证码是 JX3P5。此安全码在30秒内有效。,高优先级
【抖音】您的账号安全码是 5281，用于重置密码。请保密，切勿告知他人。,高优先级
【平安银行】贷款找平安！我行“新一贷”申请简便，额度高至50万，快至1天放款。详情咨询您的客户经理。,低优先级/垃圾
系统更新：检测到新的 Android 14 系统更新，包含安全补丁和性能改进。建议连接WLAN后下载安装。,中优先级
系统设置：存储空间严重不足。请清理不必要的文件以确保系统正常运行。,中优先级
微信支付：支付凭证 - 刚刚通过商家“山姆会员商店”消费 ¥398.00 💳,高优先级
"工商银行：您尾号0577的银行卡活期账户04月23日18:02入账工资，人民币9,850.00元，当前余额12,345.67元。【工商银行】",高优先级
【中国联通】流量提醒：尊敬的用户，您本月套餐内高速流量仅剩500MB，超出后将按标准计费。点 a.10010.cn/b 订购流量包。,中优先级
[来电提醒] 您有一个未知号码 +86159xxxxxxxx 的未接来电。回拨请注意安全。,高优先级
钉钉：【会议提醒】您有一个会议“Q3产品复盘会”将在10分钟后（今天 15:00）开始，请准时参加。,高优先级
【中通快递】您的快件已被本人签收。感谢您使用中通快递！🙂,中优先级
[支付宝] 您尾号8842的银行卡于15:32支出¥198.00元，交易对方：美团。若非本人操作请立即联系客服。,高优先级
【原神】2.8版本「盛夏！海岛？大冒险！」现已上线！限定五星角色“枫原万叶”复刻卡池开启，快来提瓦特大陆冒险吧！,低优先级/垃圾
【顺丰速运】派送提醒：您的快件(SF1029...432)正在派送中，派送员：刘师傅(186...1234)，预计今日18:00前送达。📦,中优先级
【招商银行】分期好礼享不停！办理账单分期享手续费8折优惠，更有积分好礼相送，快来体验吧！详情 t.cn/AbcDE 退订回T,低优先级/垃圾
京东物流：很抱歉，由于暴雨天气影响，您的订单（987654321）配送可能会延迟1-2天，敬请谅解。,中优先级
QQ - 原神玩家交流群(99+)｜[群公告] 新版本角色抽取建议及材料汇总，详情看群文件，萌新勿乱抽！,低优先级/垃圾
您有2个未接来电，其中1个来自未知号码(+86 177...)。,高优先级
【小红书】你的好友“甜心小饼干”发布了新笔记：“周末探店VLOG | 这家咖啡店也太出片了吧！☕️” 快来看看吧！,中优先级
建设银行：尊敬的客户，您尾号为6721的信用卡账单最后还款日为3日后，为避免逾期影响征信，请尽快处理。,高优先级
【钉钉】老板：下午三点的会议材料，尽快发我一份最终版。,中优先级
【京东】抱歉，您的订单987654321派送失败，原因：无法联系上您。快递员明天会再次尝试派送，您也可在此改约时间：https://jd.com/resched,高优先级
未接来电：138********（标记为“快递员”），来电时间：刚刚。,高优先级
【美团外卖】「神券节」限时补贴！您有1张20-8元通用美食红包待领取，下单立享优惠，24小时内有效！,低优先级/垃圾
携程旅行 | 航班动态提醒：您预订的CZ3101(广州-北京)航班即将于今天19:30开始登机，请尽快前往B23登机口。✈️,高优先级
【建设银行】理财季来袭！我行新推出“乾元”系列理财产品，业绩比较基准高达4.5%，周期灵活，手机银行App一键购买，资金安全有保障。,低优先级/垃圾
【中国移动】~温馨提示~ 截至今日14:30，您本月套餐内高速流量仅剩1.02GB，超出后将降速。立即办理流量叠加包，畅享5G网络 https://10086.cn/yewu,中优先级
钉钉：HR：【通知】各位同事，本周五下午茶已预订，请大家 16:00 到茶水间领取。🙂,中优先级
【菜鸟】您的快递已由菜鸟驿站代收，请凭取件码【3-4-5588】前往幸福小区北门店领取，免费保管3天。,中优先级
【QQ】群聊“大学同学吹水群(12)”：@全体成员 周末有没有人组织出来打球啊？,低优先级/垃圾
【招商银行】尊敬的贵宾客户，诚邀您体验我行“金葵花”理财，专享高收益产品，点击了解详情 https://t.cn/AbCd1 回T退订,低优先级/垃圾
Apple ID: 您的 Apple ID 验证码是：748201。此验证码将于10分钟后失效。请勿与任何人分享。,高优先级
"[中国建设银行] 您尾号为6821的储蓄账户于11月25日13:02入账人民币 5,000.00元，[摘要:工资]。当前余额...",高优先级
企业微信 • 审批提醒 张三提交的“采购申请-办公用品”已通过您的审批。,中优先级
您的 Apple ID 于 刚刚 在一台位于北京的 Windows 电脑上登录了 iCloud。如果您不认识此设备，请立即更改密码。,高优先级
【中国移动】温馨提示：截至今日18:00，您本月套餐内高速流量仅剩1.02GB，超出后将降速。办理加油包请戳 a.10086.cn/xxxx,中优先级
淘宝: 🔥双11爆款返场！您关注的店铺“XX旗舰店”全场5折起，限时24小时！快来加购！https://m.taobao.com/xxx,低优先级/垃圾
【京东物流】抱歉，由于暴雨天气影响，您的订单(1234567890)配送可能会有所延迟，我们正在努力派送，感谢您的理解。,中优先级
【Bilibili】您的动态码为 1956，用于验证您的身份。该动态码 5 分钟内有效。,高优先级
【招商银行】🔥🔥理财季特惠！我行新推出“稳健宝”系列理财产品，年化收益高达4.5%！详情点击 https://t.cn/AbCdEfG,低优先级/垃圾
【招商银行】掌上生活邀您体验“e招贷”，备用金高达30万，日利率低至0.02%，审批快！点击 t.cn/AbcDEfG 了解详情，退订回T。,低优先级/垃圾
[携程旅行] 航班起飞提醒！您预订的CA1832航班(北京-上海)即将于2小时后起飞，请尽快前往T3航站楼办理登机手续。,高优先级
HR：~通知~ 请各位同事在明天中午12点前，完成最新的员工满意度调查问卷填写，感谢配合。,中优先级
【中国电信】您的 auth code 是 47472。此码用于身份验证，请保密。,高优先级
【Steam】您的动态口令是 5J2K4。请使用此 auth code 登录。,高优先级
【Steam】您的 Steam 一次性登录代码是 5K8G2。此代码在30秒后失效。,高优先级
钉钉：【日报提醒】今天的日报还没写哦，请在 19:00 前提交~,中优先级
【携程旅行】✈️ 出行提醒：您预订的航班 CA1832 北京-上海 将于明天 08:00 起飞，请提前2小时到达机场办理登机手续。,高优先级
飞书：王五在“产品设计讨论组”中 @了你：“@张三 这个原型图的交互逻辑有点问题，你看下？”,中优先级
QQ群：(1)条新消息 [相亲相爱一家人] 妈妈: 别忘了晚上回家吃饭🙂,低优先级/垃圾
【Steam】您的登录动态码是 FGH78。该验证码将在30秒后失效。,高优先级
QQ - 大学同学群（56）：王五：周末有人一起去打羽毛球吗？我订了场地。🙂,中优先级
顺丰速运: 您的快件(SF1000100010)因地址无人接收，将择日再次派送，您也可以在线更改派送时间。,中优先级
【菜鸟】您的快递(尾号4592)已放入菜鸟驿站，请凭取件码 3-2-1839 尽快领取。如有疑问，请联系快递员。,中优先级
【Google】安全警报：我们侦测到有人在一部未知设备上尝试登录您的帐号(test***@gmail.com)。,高优先级
顺丰速运：快件(SF100xxxxxxx)正在派送中，派送员：王师傅，电话：139xxxxxxxx。请保持电话畅通。,中优先级
日程提醒：『季度产品规划会』将在10分钟后（今天 14:30）开始，会议室：北极星。请准时参加。,高优先级
【滴滴出行】您的行程消费18.5元已通过免密支付自动扣款，感谢您的使用。,中优先级
【飞书日历】航班提醒：您预订的 CA1501 (北京-上海) 将于今天 14:30 起飞，请您尽快前往登机口B27。,高优先级
【中国移动】流量提醒：截至今日14:00，您本月套餐内高速流量仅剩800MB，超出后将降速，点此 https://dx.10086.cn/abcdf 订购加油包。,中优先级
顺丰速运：您好，快件SF10086...9527正在派送中，派件员：王师傅 138********。预计今日送达，请保持电话畅通。,中优先级
【招商银行】美好生活，分期来办！e招贷额度已为您提升至5万元，年化利率低至3.7%，资金周转不求人！点击 cmbt.cn/A8x 查看详情。回T退订,低优先级/垃圾
淘宝：🔥双11预热开启！您的购物车有5件宝贝降价啦！全场跨店每满300减50，立即加购！,低优先级/垃圾
钉钉 | 人事部：【通知】关于五一劳动节放假安排的通知已发布，请各位同事在“公告”中查阅详情并做好节前工作安排。,中优先级
"【工商银行】您尾号为6211的储蓄卡收入人民币5,000.00元，交易对手：工资发放，当前余额12,345.67元。",高优先级
Bilibili：您关注的UP主“老师好我叫何同学”发布了新动态：【视频】我做了一个... 点击速看！,低优先级/垃圾
QQ | 老同学：在吗？周末有空一起出来聚聚不？好久没见了。,中优先级
【Bilibili】Your one-time code (OTP) is 735548. It will expire in 5 minutes.,高优先级
【顺丰速运】您的快件(SF1029384756xxx)由于暴雨天气影响，派送将有所延迟，预计明日送达。给您带来不便，敬请谅解。,中优先级
【美团】动态码：8374。您正在进行支付，15分钟内有效。切勿告知他人，谨防诈骗。,高优先级
飞书 - 人事：【审批结果】您的“请假申请-事假”已通过审批。,中优先级
支付宝：【风险提醒】检测到您的账户存在异地登录风险，我们暂时限制了部分功能。如需恢复，请进行身份验证。,高优先级
【微信支付】向“瑞幸咖啡”商家付款成功，金额¥13.90。祝您消费愉快！💳,高优先级
【京东】您的登录安全码为 823094，用于身份验证。请在5分钟内使用。,高优先级
张三：@全体成员 今晚团建活动的餐厅地址发群里了，大家确认下能否准时到哈！🙂,中优先级
小红书：你关注的博主 “爱生活的Vicky” 更新了笔记：秋天的第一杯奶茶，快来看看吧！🍂,低优先级/垃圾
【携程旅行】登机提醒：您预订的 CA1831 航班（北京-上海）即将开始登机，请尽快前往 B23 登机口。祝您旅途愉快！,高优先级
【Google】您的 Google 验证码是：G-345802。请勿与任何人分享此验证码。,高优先级
【招商银行】尊敬的客户，您已获得我行“闪电贷”专属额度80000元，年化利率低至3.7%！点击 https://t.cn/AbCd12 立即申请！退订回T,低优先级/垃圾
"【招商银行】您尾号8841的储蓄卡11月15日14:32入账人民币5,200.00元，活期余额18,350.50元。",高优先级
[微信支付] 动态码 8220，用于登录验证，10分钟内有效，请勿泄露。,高优先级
妈妈：晚上回来吃饭吗？做了你爱吃的红烧肉。,中优先级
微信：“市场部项目群” 李经理：@你 麻烦把昨天的会议纪要发我一下，谢谢。,中优先级
【菜鸟】您的快递已由中通快递放入丰巢快递柜(北门入口处)，请凭取件码 5-2-1234 在24小时内领取。,中优先级
[中通快递] 抱歉，因大雨天气影响，您的快件派送将有所延迟，敬请谅解。,中优先级
【中国建设银行】理财季特惠！我行新发售“建信理财001号”产品，业绩比较基准高达4.5%，限时抢购，先到先得！详询网点或手机银行。,低优先级/垃圾
未接来电：您有1个来自“妈妈”的未接来电，回拨请点击。时间：2分钟前,高优先级
~中国移动~ 尊敬的用户，5G套餐钜惠来袭！每月仅需59元享100G流量+500分钟通话，点此链接 cmcc.cn/5Gpromo 立即升级，畅享极速网络！回TD退订。,低优先级/垃圾
【招商银行】您尾号8842的储蓄卡15:30支出人民币358.00元，交易类型：快捷支付。若非本人操作，请立即致电95555。,高优先级
【菜鸟】您的快递（中通，尾号5678）已放入8栋菜鸟驿站3-2-05柜，取件码888-666。请凭码取件，谢谢！📦,中优先级
手机管家：存储空间不足：手机剩余空间已低于10%，部分系统功能可能无法正常使用，建议立即清理。,中优先级
日程提醒：您有一个日程“项目A上线复盘会”即将在15分钟后（10:00）开始，地点：3号会议室。,高优先级
支付提醒：您刚刚使用支付宝在[星巴克]消费28.00元。如有疑问请联系客服。,高优先级
【农业银行】理财特惠！“金穗安享”系列新品发售，业绩比较基准高达4.1%，限时抢购，额满即止。,低优先级/垃圾
企业微信 ~日报助手~：您今日的日报尚未提交，请在 20:00 前完成填写。,中优先级
[顺丰速运] 您的快件(SF10086...234)已由本人签收。感谢您使用顺丰服务，期待下次为您服务！🙂,中优先级
系统更新：MIUI 14.0.5 稳定版更新已可用，优化了系统流畅度并修复了部分已知问题。建议在Wi-Fi环境下下载。,中优先级
【Google】安全提醒：我们检测到您的Google帐号 (u***@gmail.com) 刚刚在一部新的Windows设备上登录。如果不是您本人操作，请立即检查您的帐号活动。,中优先级
【哔哩哔哩】您的安全验证 one-time code 是：654321，30分钟内有效。该验证码用于修改密码，请勿转发。,中优先级
【顺丰速运】寄大件，用顺丰！现在下单立享8折优惠，新用户更有大额优惠券礼包！戳 https://sf-url.com/promo 领取,低优先级/垃圾
【中国移动】🔥5G套餐大升级！每月加10元享翻倍流量和高清视频会员，现在办理还送100元话费！详询10086。,低优先级/垃圾
微信支付：支付凭证，您已成功支付¥99.00，商品：网易云音乐会员。收款方：网易（杭州）网络有限公司。今天 08:12,高优先级
"支付宝：收款到账 1,280.00 元。附言：项目款结算。",高优先级
钉钉：王经理已同意了您的【出差申请】，请知悉。点击查看详情。,中优先级
【招商银行】尊敬的客户，您有一笔高达5万元的备用金额度待领取，利率低至3.5%，点击 t.cn/AbcDeFg 立即申请！退订回T,低优先级/垃圾
微信支付：收款到账通知，金额 ￥25.00，来自“小卖部老板”。,高优先级
【原神】亲爱的旅行者，3.8版本“清夏！乐园？大秘境！”现已开启！全新活动和丰富奖励等你来拿。立即登录游戏体验吧！,低优先级/垃圾
【Bilibili】您的登录动态码为 731045，有效期为5分钟。请勿向任何人泄露。,高优先级
钉钉 | 会议变更提醒：原定于今天下午3点的“Q4产品复盘会”已延期至明天上午10点，请相关同事知悉。,中优先级
【中国移动】尊敬的客户，您的5G畅享套餐优惠即将到期，回复666免费升级至100GB流量包，畅享极速网络！,低优先级/垃圾
Apple ID | 您的 Apple ID 已于 11月10日 在一台新的 Windows 设备上登录。如果这不是您本人操作，请立即更改密码。,中优先级
微信支付: 微信支付收款到账150.00元，备注：扫码收款。时间：刚刚,高优先级
【顺丰速运】快件派送异常提醒：因您电话无人接听，快件(SF100...8921)暂时无法派送，我们将于明日再次尝试。如需改约请回复Y。,高优先级
支付宝：【风险提示】系统监测到您的账户有异常操作，已为您暂时限制部分功能。如需恢复，请打开App进行安全验证。,高优先级
微信支付：收款到账 ¥18.80 (朋友转账),高优先级
【中国移动】5G新套餐，流量加量不加价！每月仅需99元享100GB高速流量和500分钟通话，现在办理还送3个月视频会员，点击链接升级 https://10086.cn/5gplan,低优先级/垃圾
【B站】您的动态码为：654321，用于登录哔哩哔哩账号，10分钟内有效。,高优先级
"【招商银行】您尾号8842的储蓄卡11月25日08:30支出(快捷支付)人民币158.00元，活期余额12,345.67元。",高优先级
中国建设银行: 您尾号6211的信用卡账单已出，本期应还款2450.90元，最后还款日12月05日。,中优先级
中国移动: 温馨提示，截至今日17:00，您本月套餐内高速流量仅剩320.5MB，超出后将限速。,中优先级
[顺丰速运] 您的快件(SF10086...789)已放入小区东门丰巢快递柜，取件码：A-12-3456。请凭码在24小时内取出。📦,中优先级
【京东物流】您购买的“戴森吹风机”已由前台签收。感谢您在京东购物，期待您的再次光临！,中优先级
淘宝：双11狂欢倒计时！🔥 超级红包今日开抢，最高22888元，错过再等一年！立即参与：https://m.taobao.com/1111,低优先级/垃圾
【携程旅行】出行提醒：您预订的航班 CZ3101 将于今天 15:45 起飞，建议您提前到达机场办理登机手续。祝您旅途愉快！,高优先级
京东物流：您的订单【1198...765】已放入“幸福小区南门”快递柜，取件码：857321。请凭码取件，如有问题请联系派送员。,中优先级
系统通知 | 设备电量过低（10%），请及时连接充电器。,中优先级
【建设银行】龙卡信用卡分期优惠来袭！账单分期手续费低至3折，资金周转更轻松，详询95533。,低优先级/垃圾
【支付宝】您尾号8842的储蓄卡于09:15支出158.00元（美团外卖）。如有疑问请联系银行。,高优先级
【顺丰速运】寄件优惠券到！邀请好友注册顺丰会员，您和好友均可得10元寄件券，多邀多得！,低优先级/垃圾
[日历] 会议提醒：“Q4季度复盘会”将于10分钟后在会议室301开始。,高优先级
QQ - 张三 在群“相亲相爱一家人”中分享了一个链接：[惊呆了！原来白菜还能这么吃...],低优先级/垃圾
菜鸟：【签收通知】您的包裹(由中通快递承运)已于16:45由本人签收。如有问题请联系快递员。,中优先级
【抖音】您的登录动态码为 495723，切勿将动态码泄露给他人。此码3分钟内有效。,高优先级
原神: [游戏公告] 3.2版本「虚空鼓动，劫火高扬」现已上线！全新角色纳西妲登场，快来提瓦特大陆探索吧！,低优先级/垃圾
顺丰速运：新用户专享！送您一张8折寄件券，首单立减高达10元，快来体验极致速运！,低优先级/垃圾
企业微信 - HR：【审批结果】您提交的“3月25日-3月26日事假申请”已通过。,中优先级
【B站】您的登录动态码为：882501，5分钟内有效。请勿泄露给他人，以防账号被盗。,高优先级
[Apple ID] 您的 Apple ID 验证码是：843921。请勿与任何人分享此验证码。,高优先级
飞书日历 · 刚刚：您有一个会议即将开始：【项目周会】，时间：今天 10:00 - 11:00，会议室：301。,高优先级
【Google】您的 Google 验证码是 G-295817。请勿与任何人分享。,高优先级
【微信支付】风险提示：系统检测到您的账户存在异常登录风险，为保障资金安全，已暂时限制部分功能。请尽快修改密码。,高优先级
[中国移动] ~~流量狂欢节~~ 20元抢100GB通用流量包，高速5G畅玩无忧！立即办理，回复“888”即可。,低优先级/垃圾
